cluster_id	nematode_id_fraction	proteins
OG0001115	1.0	CPMPRL4350.fig|195102.38.peg.8,CPNCTC8239.WP_003459324.1,CPJGS1495.WP_003464566.1,CPMPRL4492.fig|195102.32.peg.1150,CP13.WP_003459324.1,CPMJR7757A.WP_060794943.1,CBOT.YP_001389228,CPWAL-14572.WP_003459324.1,CPATCC3626.WP_003459324.1,CPF4969.WP_003459324.1,CPJJC.WP_003459324.1,CPATCC13124.WP_003459324.1,CPFORC.WP_003464566.1,CPMPRL4450.fig|195102.34.peg.2737,CPMPRL4782.fig|195102.31.peg.2861,CPSM101.WP_011593147.1,CPCP4.WP_003459324.1,CPMPRL3750.fig|195102.37.peg.1001,CPMPRL4725.fig|195102.36.peg.2735,CPMPRL4477.fig|195102.33.peg.71,CPJGS1721.WP_003459324.1,CPJP838.WP_061429466.1,CPJP55.WP_061416118.1,CPMPRL4716.fig|195102.30.peg.1023,CPF262.WP_003459324.1,CP1207.WP_003459324.1,CPJGS1987.WP_003464566.1
OG0001116	1.0	CPMPRL4350.fig|195102.38.peg.9,CPJP838.WP_061429245.1,CPF262.WP_003459365.1,CPMPRL4492.fig|195102.32.peg.1151,CP13.WP_003469613.1,CBOT.YP_001389229,CPF4969.WP_003469613.1,CPJGS1721.WP_003469613.1,CPMPRL4716.fig|195102.30.peg.1024,CPJGS1495.WP_003452256.1,CPWAL-14572.WP_003459365.1,CPMPRL4782.fig|195102.31.peg.2862,CPMPRL4450.fig|195102.34.peg.2738,CPATCC3626.WP_003459365.1,CPJJC.WP_003459365.1,CPMPRL3750.fig|195102.37.peg.1002,CPFORC.WP_060671145.1,CPJGS1987.WP_003452256.1,CPMPRL4725.fig|195102.36.peg.2736,CPSM101.WP_011593148.1,CPATCC13124.WP_003459365.1,CP1207.WP_003469613.1,CPCP4.WP_003469613.1,CPMPRL4477.fig|195102.33.peg.72,CPNCTC8239.WP_003469613.1,CPJP55.WP_003459365.1,CPMJR7757A.WP_003469613.1
OG0001117	1.0	CPJGS1721.WP_003452221.1,CPMPRL4492.fig|195102.32.peg.1152,CPJGS1495.WP_003452221.1,CPMPRL4350.fig|195102.38.peg.10,CPJGS1987.WP_003452221.1,CPF262.WP_003452221.1,CPWAL-14572.WP_003459340.1,CPNCTC8239.WP_003459340.1,CPCP4.WP_003459340.1,CPJJC.WP_003459340.1,CPMPRL4716.fig|195102.30.peg.1025,CPFORC.WP_003452221.1,CP1207.WP_003459340.1,CPATCC13124.WP_003459340.1,CPMPRL4782.fig|195102.31.peg.2863,CPMJR7757A.WP_003459340.1,CPMPRL4450.fig|195102.34.peg.2739,CPMPRL3750.fig|195102.37.peg.1003,CBOT.YP_001389230,CPMPRL4725.fig|195102.36.peg.2737,CPJP838.WP_003459340.1,CP13.WP_003459340.1,CPATCC3626.WP_003459340.1,CPSM101.WP_011593149.1,CPJP55.WP_003459340.1,CPMPRL4477.fig|195102.33.peg.73,CPF4969.WP_003459340.1
OG0001118	1.0	CPATCC13124.WP_003479244.1,CPMPRL4492.fig|195102.32.peg.1154,CPJJC.WP_025648642.1,CPNCTC8239.WP_042268223.1,CPMPRL4350.fig|195102.38.peg.12,CPMPRL4450.fig|195102.34.peg.2741,CPJGS1495.WP_042259639.1,CP1207.WP_003479244.1,CPMPRL4716.fig|195102.30.peg.1027,CPMPRL4782.fig|195102.31.peg.2865,CP13.WP_003479244.1,CPJGS1987.WP_003479244.1,CPSM101.WP_011593151.1,CPFORC.WP_060671147.1,CPMJR7757A.WP_060794906.1,CBOT.YP_001389232,CPJP838.WP_003479244.1,CPJP55.WP_061416014.1,CPMPRL4725.fig|195102.36.peg.2739,CPMPRL3750.fig|195102.37.peg.1005,CPJGS1721.WP_003479244.1,CPCP4.WP_003479244.1,CPWAL-14572.WP_003479244.1,CPF262.WP_003482385.1,CPATCC3626.WP_025648642.1,CPF4969.WP_003479244.1,CPMPRL4477.fig|195102.33.peg.75
OG0001119	1.0	CPMPRL4782.fig|195102.31.peg.2874,CPJP838.WP_061429250.1,CPWAL-14572.WP_003479248.1,CPATCC13124.WP_003459331.1,CPMPRL3750.fig|195102.37.peg.1012,CPMPRL4450.fig|195102.34.peg.2749,CPJP55.WP_003459331.1,CPJGS1987.WP_003452239.1,CPMPRL4350.fig|195102.38.peg.20,CPF4969.WP_003469616.1,CPJJC.WP_003469616.1,CPMPRL4477.fig|195102.33.peg.83,CPFORC.WP_003452239.1,CPMJR7757A.WP_060795050.1,CPSM101.WP_011593156.1,CPJGS1495.WP_003452239.1,CP1207.WP_003459331.1,CBOT.YP_001389233,CPNCTC8239.WP_003469616.1,CP13.WP_011010908.1,CPMPRL4725.fig|195102.36.peg.2748,CPATCC3626.WP_003459331.1,CPCP4.WP_003452239.1,CPMPRL4492.fig|195102.32.peg.1162,CPMPRL4716.fig|195102.30.peg.1036,CPJGS1721.WP_003469616.1,CPF262.WP_003482389.1
OG0001120	1.0	CPMPRL4782.fig|195102.31.peg.2875,CPJGS1495.WP_003452225.1,CPMPRL3750.fig|195102.37.peg.1013,CPJP838.WP_061429251.1,CPJJC.WP_025648640.1,CPF4969.WP_003469615.1,CPMPRL4350.fig|195102.38.peg.21,CPWAL-14572.WP_003479250.1,CPMPRL4477.fig|195102.33.peg.84,CPJP55.WP_049039916.1,CPMJR7757A.WP_060795051.1,CPSM101.WP_011593157.1,CPMPRL4725.fig|195102.36.peg.2749,CPJGS1721.WP_003475344.1,CPFORC.WP_003464568.1,CPATCC13124.WP_003459295.1,CPMPRL4450.fig|195102.34.peg.2750,CP1207.WP_049039916.1,CBOT.YP_001389234,CP13.WP_011010909.1,CPATCC3626.WP_003459295.1,CPJGS1987.WP_003464568.1,CPMPRL4492.fig|195102.32.peg.1163,CPF262.WP_003469615.1,CPCP4.WP_057232170.1,CPNCTC8239.WP_003472806.1,CPMPRL4716.fig|195102.30.peg.1037
OG0001121	1.0	CPJP838.WP_061429252.1,CPMPRL4782.fig|195102.31.peg.2876,CPMPRL3750.fig|195102.37.peg.1014,CPFORC.WP_003452251.1,CPWAL-14572.WP_003479252.1,CP1207.WP_003459366.1,CPMPRL4350.fig|195102.38.peg.22,CPMPRL4725.fig|195102.36.peg.2750,CPJGS1495.WP_003452251.1,CPJJC.WP_003459366.1,CPMPRL4477.fig|195102.33.peg.85,CP13.WP_003472803.1,CPF262.WP_003482390.1,CPF4969.WP_003469614.1,CPCP4.WP_057232172.1,CPMPRL4716.fig|195102.30.peg.1038,CPJGS1987.WP_003452251.1,CPJP55.WP_003459366.1,CPMPRL4450.fig|195102.34.peg.2751,CPJGS1721.WP_003475369.1,CBOT.YP_001389235,CPMJR7757A.WP_060795052.1,CPSM101.WP_011593158.1,CPNCTC8239.WP_003472803.1,CPMPRL4492.fig|195102.32.peg.1164,CPATCC3626.WP_003459366.1,CPATCC13124.WP_003459366.1
OG0001122	1.0	CPMPRL4782.fig|195102.31.peg.2877,CPF4969.WP_003452250.1,CPNCTC8239.WP_003452250.1,CPCP4.WP_003452250.1,CPMPRL3750.fig|195102.37.peg.1015,CPFORC.WP_003452250.1,CPJP838.WP_003452250.1,CPJP55.WP_003452250.1,CPATCC13124.WP_003452250.1,CPMPRL4350.fig|195102.38.peg.23,CPMPRL4725.fig|195102.36.peg.2751,CPSM101.WP_011593159.1,CPMPRL4477.fig|195102.33.peg.86,CPF262.WP_003452250.1,CP1207.WP_003452250.1,CPJGS1987.WP_003452250.1,CPJGS1721.WP_003452250.1,CPMPRL4450.fig|195102.34.peg.2752,CBOT.YP_001389236,CPJGS1495.WP_003452250.1,CPATCC3626.WP_003452250.1,CPJJC.WP_003452250.1,CPMJR7757A.WP_060795053.1,CP13.WP_003452250.1,CPMPRL4492.fig|195102.32.peg.1165,CPMPRL4716.fig|195102.30.peg.1039,CPWAL-14572.WP_003452250.1
OG0001123	1.0	CPF4969.WP_003449485.1,CPJP55.WP_003449485.1,CPNCTC8239.WP_003449485.1,CPJGS1721.WP_003449485.1,CPFORC.WP_003449485.1,CPATCC13124.WP_003449485.1,CPJGS1495.WP_003449485.1,CPF262.WP_003449485.1,CPMJR7757A.WP_060794590.1,CPJP838.WP_003449485.1,CPMPRL3750.fig|195102.37.peg.238,CPMPRL4477.fig|195102.33.peg.2599,CPCP4.WP_003449485.1,CP1207.WP_003449485.1,CPJGS1987.WP_003449485.1,CBOT.YP_001389237,CPSM101.WP_003449485.1,CPMPRL4450.fig|195102.34.peg.2466,CPMPRL4725.fig|195102.36.peg.2768,CPATCC3626.WP_003449485.1,CPMPRL4716.fig|195102.30.peg.2616,CPMPRL4782.fig|195102.31.peg.2,CPJJC.WP_003449485.1,CPMPRL4492.fig|195102.32.peg.1682,CPMPRL4350.fig|195102.38.peg.2688,CP13.WP_003449485.1,CPWAL-14572.WP_003449485.1
OG0001124	1.0	CPJP55.WP_057230341.1,CP1207.WP_049040008.1,CP13.WP_003470242.1,CPSM101.WP_011591261.1,CPNCTC8239.WP_003473185.1,CPF262.WP_003479869.1,CPFORC.WP_060669419.1,CPF4969.WP_003470242.1,CPMPRL3750.fig|195102.37.peg.237,CPCP4.WP_057230341.1,CPJGS1987.WP_003466822.1,CPMPRL4477.fig|195102.33.peg.2598,CPMJR7757A.WP_060794591.1,CPJGS1721.WP_003475306.1,CPATCC3626.WP_003459930.1,CPWAL-14572.WP_003479524.1,CPATCC13124.WP_011590049.1,CPMPRL4492.fig|195102.32.peg.1683,CPMPRL4450.fig|195102.34.peg.2465,CBOT.YP_001389238,CPJP838.WP_061426068.1,CPMPRL4725.fig|195102.36.peg.2767,CPMPRL4716.fig|195102.30.peg.2615,CPJGS1495.WP_042258592.1,CPJJC.WP_025649062.1,CPMPRL4350.fig|195102.38.peg.2687,CPMPRL4782.fig|195102.31.peg.1
OG0001125	1.0	CPMPRL4716.fig|195102.30.peg.130,CP13.WP_011010916.1,CP1207.WP_003470204.1,CPJP55.WP_003470204.1,CPMPRL4450.fig|195102.34.peg.2069,CPJGS1495.WP_003450315.1,CPWAL-14572.WP_003479277.1,CPMPRL4350.fig|195102.38.peg.2301,CPJP838.WP_061429258.1,CPJJC.WP_025648737.1,CPSM101.WP_011593170.1,CPJGS1721.WP_003459349.1,CPF262.WP_003482398.1,CPF4969.WP_003470204.1,CPFORC.WP_003464605.1,CPATCC3626.WP_003459349.1,CPATCC13124.WP_003470204.1,CPJGS1987.WP_003464605.1,CBOT.YP_001389239,CPMPRL3750.fig|195102.37.peg.2855,CPMPRL4477.fig|195102.33.peg.2172,CPNCTC8239.WP_003473073.1,CPCP4.WP_003470204.1,CPMPRL4782.fig|195102.31.peg.2467,CPMJR7757A.WP_060796112.1,CPMPRL4492.fig|195102.32.peg.2269,CPMPRL4725.fig|195102.36.peg.2347
OG0001126	1.0	CBOT.YP_001389240,CPMJR7757A.WP_060796108.1,CPMPRL4450.fig|195102.34.peg.2074,CPFORC.WP_060671163.1,CP13.WP_003450306.1,CPJP838.WP_003450306.1,CPF4969.WP_003450306.1,CPNCTC8239.WP_003450306.1,CPMPRL4350.fig|195102.38.peg.2306,CPJP55.WP_003450306.1,CPATCC3626.WP_003450306.1,CPMPRL3750.fig|195102.37.peg.2860,CPMPRL4782.fig|195102.31.peg.2472,CPJGS1721.WP_003450306.1,CPMPRL4725.fig|195102.36.peg.2352,CPMPRL4492.fig|195102.32.peg.2274,CPJGS1987.WP_003450306.1,CPJGS1495.WP_003450306.1,CPCP4.WP_003450306.1,CPATCC13124.WP_003450306.1,CPSM101.WP_003450306.1,CPF262.WP_003450306.1,CP1207.WP_003450306.1,CPMPRL4477.fig|195102.33.peg.2177,CPJJC.WP_025648732.1,CPMPRL4716.fig|195102.30.peg.1054,CPWAL-14572.WP_003479280.1
OG0001127	1.0	CBOT.YP_001389241,CPJP838.WP_061429260.1,CP13.WP_003450333.1,CPMPRL4450.fig|195102.34.peg.2075,CPJGS1987.WP_003459353.1,CPJGS1495.WP_003450333.1,CPMJR7757A.WP_060795998.1,CPFORC.WP_060671165.1,CPMPRL4350.fig|195102.38.peg.2307,CPJP55.WP_057232183.1,CPMPRL3750.fig|195102.37.peg.2861,CPMPRL4782.fig|195102.31.peg.2473,CPATCC3626.WP_003459353.1,CPJGS1721.WP_003475362.1,CP1207.WP_049040125.1,CPMPRL4492.fig|195102.32.peg.2275,CPWAL-14572.WP_003450333.1,CPATCC13124.WP_011591140.1,CPSM101.WP_011593174.1,CPJJC.WP_025648731.1,CPMPRL4716.fig|195102.30.peg.2449,CPF262.WP_003450333.1,CPMPRL4477.fig|195102.33.peg.2178,CPMPRL4725.fig|195102.36.peg.2353,CPNCTC8239.WP_003450333.1,CPF4969.WP_003470202.1,CPCP4.WP_057232183.1
OG0001128	1.0	CBOT.YP_001389242,CPF262.WP_003450338.1,CPSM101.WP_003450338.1,CPMPRL4716.fig|195102.30.peg.2450,CPJGS1721.WP_003450338.1,CPMPRL4450.fig|195102.34.peg.2076,CPNCTC8239.WP_003450338.1,CPJP55.WP_003450338.1,CPWAL-14572.WP_003450338.1,CPMPRL3750.fig|195102.37.peg.2862,CPMJR7757A.WP_003450338.1,CP13.WP_003450338.1,CPMPRL4350.fig|195102.38.peg.2308,CPJGS1495.WP_003450338.1,CPMPRL4725.fig|195102.36.peg.2354,CPMPRL4492.fig|195102.32.peg.2276,CPJJC.WP_025648730.1,CPJGS1987.WP_003450338.1,CPATCC13124.WP_003450338.1,CPFORC.WP_003450338.1,CPF4969.WP_003450338.1,CPATCC3626.WP_003450338.1,CPCP4.WP_003450338.1,CPMPRL4477.fig|195102.33.peg.2179,CPJP838.WP_003450338.1,CP1207.WP_003450338.1,CPMPRL4782.fig|195102.31.peg.2474
OG0001129	1.0	CBOT.YP_001389244,CPMPRL4782.fig|195102.31.peg.2475,CPJJC.WP_003459360.1,CPMPRL4450.fig|195102.34.peg.2077,CP1207.WP_003459360.1,CPCP4.WP_003459360.1,CPMJR7757A.WP_003459360.1,CPMPRL3750.fig|195102.37.peg.2863,CPMPRL4716.fig|195102.30.peg.2451,CPMPRL4350.fig|195102.38.peg.2309,CPJGS1721.WP_003459360.1,CPJGS1495.WP_003450310.1,CPMPRL4725.fig|195102.36.peg.2355,CPMPRL4492.fig|195102.32.peg.2277,CPJP838.WP_003459360.1,CPMPRL4477.fig|195102.33.peg.2180,CP13.WP_003459360.1,CPWAL-14572.WP_003459360.1,CPATCC3626.WP_003459360.1,CPF4969.WP_003459360.1,CPJP55.WP_003459360.1,CPF262.WP_003459360.1,CPATCC13124.WP_003459360.1,CPFORC.WP_003459360.1,CPSM101.WP_003459360.1,CPJGS1987.WP_003459360.1,CPNCTC8239.WP_003459360.1
OG0001130	1.0	CPJP55.WP_003450343.1,CP1207.WP_003450343.1,CBOT.YP_001389245,CPJP838.WP_003450343.1,CPJGS1495.WP_003450343.1,CPMPRL4716.fig|195102.30.peg.2452,CPMPRL4450.fig|195102.34.peg.2078,CPJGS1721.WP_003450343.1,CPMJR7757A.WP_003450343.1,CPMPRL3750.fig|195102.37.peg.2864,CPMPRL4782.fig|195102.31.peg.2476,CPMPRL4492.fig|195102.32.peg.2278,CPATCC3626.WP_003450343.1,CPMPRL4725.fig|195102.36.peg.2356,CPCP4.WP_003450343.1,CPWAL-14572.WP_003450343.1,CPF4969.WP_003450343.1,CPMPRL4477.fig|195102.33.peg.2181,CPJGS1987.WP_003450343.1,CPF262.WP_003450343.1,CPATCC13124.WP_003450343.1,CPFORC.WP_003450343.1,CPNCTC8239.WP_003450343.1,CPMPRL4350.fig|195102.38.peg.2310,CP13.WP_011010919.1,CPSM101.WP_003450343.1,CPJJC.WP_003450343.1
OG0001131	1.0	CPF4969.WP_003470195.1,CBOT.YP_001389246,CPNCTC8239.WP_003459368.1,CP1207.WP_003459368.1,CP13.WP_003459368.1,CPCP4.WP_003459368.1,CPJJC.WP_025648729.1,CPSM101.WP_011593175.1,CPMPRL4782.fig|195102.31.peg.2477,CPATCC13124.WP_003470195.1,CPJGS1987.WP_003459368.1,CPMPRL3750.fig|195102.37.peg.2865,CPMPRL4716.fig|195102.30.peg.2453,CPMPRL4450.fig|195102.34.peg.2079,CPMPRL4492.fig|195102.32.peg.2279,CPATCC3626.WP_003459368.1,CPMJR7757A.WP_060795997.1,CPJP838.WP_061429261.1,CPMPRL4725.fig|195102.36.peg.2357,CPJP55.WP_003459368.1,CPMPRL4477.fig|195102.33.peg.2182,CPFORC.WP_060671167.1,CPJGS1721.WP_003459368.1,CPWAL-14572.WP_003479282.1,CPJGS1495.WP_003450341.1,CPMPRL4350.fig|195102.38.peg.2311,CPF262.WP_003459368.1
OG0001132	1.0	CPJP838.WP_061429468.1,CBOT.YP_001389248,CPJJC.WP_034833643.1,CPJGS1495.WP_034833643.1,CPMPRL4450.fig|195102.34.peg.2081,CPNCTC8239.WP_042268381.1,CPMJR7757A.WP_060795999.1,CPATCC3626.WP_034824496.1,CPJGS1721.WP_034833643.1,CPMPRL4782.fig|195102.31.peg.2479,CPF262.WP_034824496.1,CPMPRL4716.fig|195102.30.peg.2455,CPJP55.WP_034824496.1,CPMPRL3750.fig|195102.37.peg.2867,CPF4969.WP_034824496.1,CPMPRL4725.fig|195102.36.peg.2359,CPWAL-14572.WP_034833643.1,CPFORC.WP_034833643.1,CPMPRL4477.fig|195102.33.peg.2184,CP13.WP_034824496.1,CPCP4.WP_034824496.1,CPATCC13124.WP_034833643.1,CPJGS1987.WP_034824496.1,CPMPRL4350.fig|195102.38.peg.2313,CPMPRL4492.fig|195102.32.peg.2281,CP1207.WP_034824496.1,CPSM101.WP_045009340.1
OG0001133	1.0	CPMJR7757A.WP_060795995.1,CBOT.YP_001389249,CPNCTC8239.WP_003473069.1,CPF262.WP_003479285.1,CPMPRL3750.fig|195102.37.peg.2868,CPFORC.WP_003479285.1,CPATCC3626.WP_003459335.1,CP13.WP_011010920.1,CPMPRL4716.fig|195102.30.peg.2456,CP1207.WP_049040127.1,CPJGS1495.WP_003450317.1,CPJP838.WP_061429262.1,CPJP55.WP_049040127.1,CPMPRL4477.fig|195102.33.peg.2185,CPSM101.WP_011593178.1,CPF4969.WP_003470197.1,CPJGS1721.WP_003475368.1,CPCP4.WP_049040127.1,CPMPRL4450.fig|195102.34.peg.2082,CPATCC13124.WP_003479285.1,CPMPRL4725.fig|195102.36.peg.2360,CPMPRL4782.fig|195102.31.peg.2480,CPJGS1987.WP_003459335.1,CPMPRL4350.fig|195102.38.peg.2314,CPMPRL4492.fig|195102.32.peg.2282,CPWAL-14572.WP_003479285.1,CPJJC.WP_011010920.1
OG0001134	1.0	CPWAL-14572.WP_003479286.1,CPF4969.WP_003470194.1,CPJJC.WP_025648728.1,CPJP838.WP_061429263.1,CPATCC3626.WP_003459355.1,CP1207.WP_049040128.1,CPJGS1987.WP_003464594.1,CPJGS1721.WP_003475350.1,CPCP4.WP_049040128.1,CPATCC13124.WP_011591142.1,CPMPRL3750.fig|195102.37.peg.2869,CPSM101.WP_011593179.1,CPMPRL4716.fig|195102.30.peg.2457,CP13.WP_011010921.1,CPMJR7757A.WP_060795994.1,CPJP55.WP_049040128.1,CPMPRL4477.fig|195102.33.peg.2186,CBOT.YP_001389250,CPFORC.WP_060671172.1,CPNCTC8239.WP_003473077.1,CPJGS1495.WP_003450320.1,CPMPRL4450.fig|195102.34.peg.2083,CPMPRL4725.fig|195102.36.peg.2361,CPMPRL4782.fig|195102.31.peg.2481,CPMPRL4350.fig|195102.38.peg.2315,CPMPRL4492.fig|195102.32.peg.2283,CPF262.WP_003464594.1
OG0001135	1.0	CPSM101.WP_003450336.1,CP13.WP_003450336.1,CPATCC13124.WP_003450336.1,CPJP838.WP_003450336.1,CPF4969.WP_042262853.1,CPFORC.WP_003450336.1,CPJGS1987.WP_003450336.1,CPJP55.WP_003450336.1,CPATCC3626.WP_042266613.1,CBOT.YP_001389251,CPMPRL4477.fig|195102.33.peg.2187,CPF262.WP_003450336.1,CPMPRL4492.fig|195102.32.peg.2284,CPJGS1495.WP_003450336.1,CPNCTC8239.WP_003450336.1,CPMPRL4450.fig|195102.34.peg.2084,CPMPRL4716.fig|195102.30.peg.2458,CPMPRL4725.fig|195102.36.peg.2362,CPJJC.WP_003450336.1,CPMPRL4782.fig|195102.31.peg.2482,CPMPRL3750.fig|195102.37.peg.2870,CPWAL-14572.WP_003450336.1,CPMJR7757A.WP_003450336.1,CPMPRL4350.fig|195102.38.peg.2316,CPCP4.WP_003450336.1,CPJGS1721.WP_003450336.1,CP1207.WP_049039737.1
OG0001136	1.0	CPWAL-14572.WP_003479289.1,CPMPRL4477.fig|195102.33.peg.2193,CPJP55.WP_057232187.1,CPMPRL4716.fig|195102.30.peg.2464,CPNCTC8239.WP_003472436.1,CP13.WP_003479289.1,CPMPRL4450.fig|195102.34.peg.2090,CPCP4.WP_057232187.1,CPMPRL4350.fig|195102.38.peg.2322,CPJJC.WP_003479289.1,CPJGS1721.WP_003472436.1,CPSM101.WP_011593184.1,CPMPRL4492.fig|195102.32.peg.2290,CPJGS1987.WP_003456715.1,CPJP838.WP_061429264.1,CPJGS1495.WP_003450744.1,CBOT.YP_001389257,CPF262.WP_003482410.1,CP1207.WP_049039735.1,CPFORC.WP_060671174.1,CPMPRL3750.fig|195102.37.peg.2876,CPATCC3626.WP_003456715.1,CPF4969.WP_003467940.1,CPMJR7757A.WP_060795109.1,CPMPRL4725.fig|195102.36.peg.2368,CPMPRL4782.fig|195102.31.peg.2488,CPATCC13124.WP_003467940.1
OG0001137	1.0	CPNCTC8239.WP_003472434.1,CPMPRL4477.fig|195102.33.peg.2194,CP1207.WP_003467866.1,CPATCC3626.WP_003456893.1,CPMPRL4716.fig|195102.30.peg.2465,CPF262.WP_003473602.1,CPMPRL4725.fig|195102.36.peg.2369,CPCP4.WP_003467866.1,CPMPRL4450.fig|195102.34.peg.2091,CPMPRL4350.fig|195102.38.peg.2323,CPJGS1987.WP_003456893.1,CPJP55.WP_003467866.1,CPMPRL4492.fig|195102.32.peg.2291,CPJP838.WP_061429265.1,CP13.WP_003467866.1,CPF4969.WP_003467866.1,CBOT.YP_001389258,CPWAL-14572.WP_003479290.1,CPFORC.WP_003479290.1,CPSM101.WP_011593185.1,CPJGS1721.WP_003473602.1,CPATCC13124.WP_003467866.1,CPMPRL3750.fig|195102.37.peg.2877,CPJJC.WP_025647915.1,CPMPRL4782.fig|195102.31.peg.2489,CPMJR7757A.WP_060795107.1,CPJGS1495.WP_003450616.1
OG0001138	1.0	CPMPRL4477.fig|195102.33.peg.2195,CPNCTC8239.WP_003472465.1,CP1207.WP_003450655.1,CPJJC.WP_003472465.1,CPMPRL4716.fig|195102.30.peg.2466,CPF4969.WP_003467908.1,CPCP4.WP_003472465.1,CPJGS1987.WP_003450655.1,CPMPRL4450.fig|195102.34.peg.2092,CPATCC3626.WP_003450655.1,CPMPRL4725.fig|195102.36.peg.2370,CPMPRL4350.fig|195102.38.peg.2324,CPWAL-14572.WP_003479291.1,CPATCC13124.WP_003450655.1,CPMJR7757A.WP_060795105.1,CPMPRL4492.fig|195102.32.peg.2292,CPSM101.WP_003450655.1,CBOT.YP_001389259,CPMPRL4782.fig|195102.31.peg.2490,CPJGS1495.WP_003450655.1,CP13.WP_003472465.1,CPJP55.WP_003472465.1,CPJGS1721.WP_003472465.1,CPMPRL3750.fig|195102.37.peg.2878,CPFORC.WP_003450655.1,CPF262.WP_003482411.1,CPJP838.WP_003450655.1
OG0001139	1.0	CPMPRL4477.fig|195102.33.peg.2196,CBOT.YP_001389260,CPCP4.WP_003456744.1,CPMPRL4716.fig|195102.30.peg.2467,CPMPRL3750.fig|195102.37.peg.2879,CPF262.WP_050881116.1,CPMPRL4450.fig|195102.34.peg.2093,CPJJC.WP_003456744.1,CPMPRL4782.fig|195102.31.peg.2491,CPMPRL4350.fig|195102.38.peg.2325,CPMPRL4725.fig|195102.36.peg.2371,CPJGS1721.WP_003472423.1,CPMPRL4492.fig|195102.32.peg.2293,CPMJR7757A.WP_060795116.1,CPATCC13124.WP_049752162.1,CP13.WP_050738151.1,CPSM101.WP_045009341.1,CPATCC3626.WP_003456744.1,CPJGS1987.WP_003456744.1,CPFORC.WP_050738151.1,CPJGS1495.WP_003450547.1,CPWAL-14572.WP_003456744.1,CPNCTC8239.WP_003472423.1,CPJP838.WP_061429469.1,CPF4969.WP_003467852.1,CPJP55.WP_003456744.1,CP1207.WP_003456744.1
OG0001140	1.0	CPMPRL4477.fig|195102.33.peg.2197,CPJP838.WP_061429266.1,CBOT.YP_001389261,CPNCTC8239.WP_003472486.1,CPATCC13124.WP_003467883.1,CPJGS1987.WP_003456771.1,CPMPRL4716.fig|195102.30.peg.2468,CPMPRL4450.fig|195102.34.peg.2094,CPMPRL4782.fig|195102.31.peg.2492,CPMPRL3750.fig|195102.37.peg.2880,CPMPRL4725.fig|195102.36.peg.2372,CPMPRL4350.fig|195102.38.peg.2326,CPMJR7757A.WP_060795104.1,CPMPRL4492.fig|195102.32.peg.2294,CPCP4.WP_057232190.1,CPFORC.WP_060671176.1,CPF262.WP_003482413.1,CPF4969.WP_003467883.1,CP1207.WP_049039734.1,CPSM101.WP_045009273.1,CPJGS1721.WP_003473616.1,CPWAL-14572.WP_003479295.1,CP13.WP_041707942.1,CPJP55.WP_057232190.1,CPJGS1495.WP_003450728.1,CPATCC3626.WP_003456771.1,CPJJC.WP_025647914.1
OG0001141	1.0	CPWAL-14572.WP_003450588.1,CPFORC.WP_003450588.1,CBOT.YP_001389262,CPMPRL4477.fig|195102.33.peg.2198,CPMPRL4716.fig|195102.30.peg.2469,CPMPRL4450.fig|195102.34.peg.2095,CPNCTC8239.WP_003450588.1,CPJGS1495.WP_003450588.1,CPMPRL4350.fig|195102.38.peg.2327,CPMPRL4725.fig|195102.36.peg.2373,CPMPRL4492.fig|195102.32.peg.2295,CPSM101.WP_011593188.1,CPMPRL4782.fig|195102.31.peg.2493,CPMJR7757A.WP_003450588.1,CPJP838.WP_003450588.1,CPMPRL3750.fig|195102.37.peg.2881,CPATCC3626.WP_003450588.1,CP1207.WP_049039733.1,CPJJC.WP_003450588.1,CPF262.WP_003450588.1,CPF4969.WP_003450588.1,CPJGS1721.WP_003450588.1,CPATCC13124.WP_003450588.1,CPJP55.WP_003450588.1,CPCP4.WP_057232191.1,CP13.WP_003450588.1,CPJGS1987.WP_003450588.1
OG0001142	1.0	CP13.WP_003456820.1,CPSM101.WP_011593192.1,CBOT.YP_001389266,CPMPRL4450.fig|195102.34.peg.2099,CPJGS1987.WP_003456820.1,CPMPRL4477.fig|195102.33.peg.2202,CPJGS1721.WP_003456820.1,CPJP55.WP_003456820.1,CPMPRL4725.fig|195102.36.peg.2377,CPMPRL4782.fig|195102.31.peg.2497,CPFORC.WP_003456820.1,CP1207.WP_003456820.1,CPJJC.WP_003456820.1,CPMPRL4492.fig|195102.32.peg.2299,CPMPRL3750.fig|195102.37.peg.2885,CPMJR7757A.WP_060795098.1,CPF262.WP_003456820.1,CPCP4.WP_003456820.1,CPMPRL4716.fig|195102.30.peg.2473,CPWAL-14572.WP_003456820.1,CPNCTC8239.WP_003456820.1,CPATCC3626.WP_003456820.1,CPMPRL4350.fig|195102.38.peg.2331,CPF4969.WP_003456820.1,CPJGS1495.WP_003450712.1,CPJP838.WP_060795098.1,CPATCC13124.WP_003456820.1
